hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,company,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status,reservation_status_date
Resort Hotel,1,245,2018,September,39,25,0,1,2,0,0,HB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,248,NULL,0,Transient,80,0,0,Canceled,7/31/2018
Resort Hotel,1,245,2018,September,39,25,0,1,2,0,0,HB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,248,NULL,0,Transient,80,0,0,Canceled,7/31/2018
Resort Hotel,1,245,2018,September,39,25,0,1,2,0,0,HB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,248,NULL,0,Transient,80,0,0,Canceled,7/31/2018
Resort Hotel,1,245,2018,September,39,25,0,1,2,0,0,HB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,248,NULL,0,Transient,80,0,0,Canceled,7/31/2018
Resort Hotel,1,245,2018,September,39,25,0,1,2,0,0,HB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,248,NULL,0,Transient,80,0,0,Canceled,7/31/2018
Resort Hotel,1,245,2018,September,39,25,0,1,2,0,0,HB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,248,NULL,0,Transient,80,0,0,Canceled,7/31/2018
Resort Hotel,1,245,2018,September,39,25,0,1,2,0,0,HB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,248,NULL,0,Transient,80,0,0,Canceled,7/31/2018
Resort Hotel,1,245,2018,September,39,25,0,1,2,0,0,HB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,248,NULL,0,Transient,80,0,0,Canceled,7/31/2018
Resort Hotel,1,245,2018,September,39,25,0,1,2,0,0,HB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,248,NULL,0,Transient,80,0,0,Canceled,7/31/2018
Resort Hotel,1,245,2018,September,39,25,0,1,2,0,0,HB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,248,NULL,0,Transient,80,0,0,Canceled,7/31/2018
Resort Hotel,1,245,2018,September,39,25,0,1,2,0,0,HB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,248,NULL,0,Transient,80,0,0,Canceled,7/31/2018
Resort Hotel,1,245,2018,September,39,25,0,1,2,0,0,HB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,248,NULL,0,Transient,80,0,0,Canceled,7/31/2018
Resort Hotel,1,245,2018,September,39,25,0,1,2,0,0,HB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,248,NULL,0,Transient,80,0,0,Canceled,7/31/2018
Resort Hotel,1,245,2018,September,39,25,0,1,2,0,0,HB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,248,NULL,0,Transient,80,0,0,Canceled,7/31/2018
Resort Hotel,1,245,2018,September,39,25,0,1,2,0,0,HB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,248,NULL,0,Transient,80,0,0,Canceled,7/31/2018
Resort Hotel,1,245,2018,September,39,25,0,1,2,0,0,HB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,248,NULL,0,Transient,80,0,0,Canceled,7/31/2018
Resort Hotel,1,245,2018,September,39,25,0,1,2,0,0,HB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,248,NULL,0,Transient,80,0,0,Canceled,7/31/2018
Resort Hotel,1,245,2018,September,39,25,0,1,2,0,0,HB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,248,NULL,0,Transient,80,0,0,Canceled,7/31/2018
Resort Hotel,1,245,2018,September,39,25,0,1,2,0,0,HB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,248,NULL,0,Transient,80,0,0,Canceled,7/31/2018
Resort Hotel,1,244,2018,September,36,2,2,5,2,0,0,BB,IRL,Groups,TA/TO,0,1,0,A,A,0,No Deposit,96,NULL,0,Transient-Party,8,0,0,Canceled,8/1/2018
Resort Hotel,1,244,2018,September,36,2,2,5,2,0,0,BB,IRL,Groups,TA/TO,0,1,0,A,A,0,No Deposit,96,NULL,0,Transient-Party,8,0,0,Canceled,8/1/2018
Resort Hotel,1,244,2018,September,36,2,2,5,2,0,0,BB,IRL,Groups,TA/TO,0,1,0,A,A,0,No Deposit,96,NULL,0,Transient-Party,8,0,0,Canceled,8/1/2018
Resort Hotel,1,244,2018,September,36,2,2,5,2,0,0,BB,IRL,Groups,TA/TO,0,1,0,A,A,0,No Deposit,96,NULL,0,Transient-Party,8,0,0,Canceled,8/1/2018
Resort Hotel,1,244,2018,September,36,2,2,5,2,0,0,BB,IRL,Groups,TA/TO,0,1,0,A,A,0,No Deposit,96,NULL,0,Transient-Party,8,0,0,Canceled,8/1/2018
Resort Hotel,1,244,2018,September,36,2,2,5,2,0,0,BB,IRL,Groups,TA/TO,0,1,0,A,A,0,No Deposit,96,NULL,0,Transient-Party,8,0,0,Canceled,8/1/2018
Resort Hotel,1,244,2018,September,36,2,2,5,2,0,0,BB,IRL,Groups,TA/TO,0,1,0,A,A,0,No Deposit,96,NULL,0,Transient-Party,8,0,0,Canceled,8/1/2018
Resort Hotel,1,244,2018,September,36,2,2,5,2,0,0,BB,IRL,Groups,TA/TO,0,1,0,A,A,0,No Deposit,96,NULL,0,Transient-Party,8,0,0,Canceled,8/1/2018
Resort Hotel,1,244,2018,September,36,2,2,5,2,0,0,BB,IRL,Groups,TA/TO,0,1,0,A,A,0,No Deposit,96,NULL,0,Transient-Party,8,0,0,Canceled,8/1/2018
Resort Hotel,1,244,2018,September,36,2,2,5,2,0,0,BB,IRL,Groups,TA/TO,0,1,0,A,A,0,No Deposit,96,NULL,0,Transient-Party,8,0,0,Canceled,8/1/2018
Resort Hotel,1,244,2018,September,36,2,2,5,2,0,0,BB,IRL,Groups,TA/TO,0,1,0,A,A,0,No Deposit,96,NULL,0,Transient-Party,8,0,0,Canceled,8/1/2018
Resort Hotel,1,244,2018,September,36,2,2,5,2,0,0,BB,IRL,Groups,TA/TO,0,1,0,A,A,0,No Deposit,96,NULL,0,Transient-Party,8,0,0,Canceled,8/1/2018
Resort Hotel,1,244,2018,September,36,2,2,5,2,0,0,BB,IRL,Groups,TA/TO,0,1,0,A,A,0,No Deposit,96,NULL,0,Transient-Party,8,0,0,Canceled,8/1/2018
Resort Hotel,1,244,2018,September,36,2,2,5,2,0,0,BB,IRL,Groups,TA/TO,0,1,0,A,A,0,No Deposit,96,NULL,0,Transient-Party,8,0,0,Canceled,8/1/2018
Resort Hotel,1,172,2018,August,32,4,1,5,2,0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,250,NULL,0,Transient,125.9,0,1,Canceled,8/4/2018
Resort Hotel,1,261,2018,October,42,16,2,6,2,0,0,HB,PRT,Offline TA/TO,TA/TO,0,1,0,D,D,0,No Deposit,6,NULL,0,Transient,72,0,0,Canceled,8/3/2018
Resort Hotel,1,218,2018,August,32,7,2,2,2,0,0,BB,PRT,Online TA,TA/TO,0,1,0,A,A,0,No Deposit,240,NULL,0,Transient,134,0,1,Canceled,8/4/2018
Resort Hotel,1,219,2018,August,32,8,2,5,2,0,0,BB,PRT,Online TA,TA/TO,0,1,0,E,E,0,No Deposit,240,NULL,0,Transient,166,0,2,Canceled,8/7/2018
Resort Hotel,1,195,2018,September,37,8,2,5,2,1,0,BB,PRT,Offline TA/TO,TA/TO,0,1,0,D,D,0,No Deposit,5,NULL,0,Transient,71.55,0,1,Canceled,8/8/2018
Resort Hotel,1,4,2018,August,33,14,0,1,4,0,0,BB,PRT,Direct,Direct,1,1,0,G,G,1,No Deposit,NULL,NULL,0,Transient,16,0,0,Canceled,8/10/2018
Resort Hotel,1,181,2018,August,35,24,1,5,2,2,0,HB,PRT,Online TA,TA/TO,0,1,0,G,G,0,No Deposit,240,NULL,0,Transient,244,0,0,Canceled,8/10/2018
Resort Hotel,1,274,2018,October,40,3,2,5,2,0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,96,NULL,0,Transient,36.05,0,0,Canceled,8/12/2018
Resort Hotel,1,274,2018,October,40,3,2,5,2,0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,96,NULL,0,Transient,36.05,0,0,Canceled,8/12/2018
Resort Hotel,1,274,2018,October,40,3,2,5,2,0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,96,NULL,0,Transient,36.05,0,0,Canceled,8/12/2018
Resort Hotel,1,274,2018,October,40,3,2,5,2,0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,96,NULL,0,Transient,36.05,0,0,Canceled,8/12/2018
Resort Hotel,1,274,2018,October,40,3,2,5,2,0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,96,NULL,0,Transient,36.05,0,0,Canceled,8/12/2018
Resort Hotel,1,274,2018,October,40,3,2,5,2,0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,96,NULL,0,Transient,36.05,0,0,Canceled,8/12/2018
Resort Hotel,1,222,2018,September,38,14,1,1,2,0,0,HB,ESP,Groups,TA/TO,0,1,0,A,A,0,No Deposit,68,NULL,0,Transient-Party,80,0,0,Canceled,8/12/2018
Resort Hotel,1,222,2018,September,38,14,1,1,2,0,0,HB,ESP,Groups,TA/TO,0,1,0,A,A,0,No Deposit,68,NULL,0,Transient-Party,80,0,0,Canceled,8/12/2018
Resort Hotel,1,222,2018,September,38,14,1,1,2,0,0,HB,ESP,Groups,TA/TO,0,1,0,A,A,0,No Deposit,68,NULL,0,Transient-Party,80,0,0,Canceled,8/12/2018
Resort Hotel,1,34,2018,September,38,16,2,5,2,1,0,BB,PRT,Direct,Direct,0,1,0,C,C,0,No Deposit,NULL,NULL,0,Transient,114,0,0,Canceled,8/15/2018
Resort Hotel,1,236,2018,August,35,28,2,3,2,0,0,BB,PRT,Online TA,TA/TO,0,1,0,A,A,0,No Deposit,240,NULL,0,Transient,123.6,0,1,Canceled,8/17/2018
Resort Hotel,1,212,2018,September,39,24,2,3,2,2,0,BB,PRT,Online TA,TA/TO,0,1,0,G,G,0,No Deposit,240,NULL,0,Transient,139,0,0,Canceled,8/18/2018
Resort Hotel,1,243,2018,September,36,4,0,2,2,0,0,BB,PRT,Online TA,TA/TO,0,1,0,D,D,0,No Deposit,240,NULL,0,Transient-Party,99,0,1,Canceled,8/20/2018
Resort Hotel,1,292,2018,October,43,21,0,2,2,0,0,HB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,No Deposit,208,NULL,0,Transient-Party,36.5,0,0,Canceled,8/21/2018
Resort Hotel,1,292,2018,October,43,21,0,2,2,0,0,HB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,No Deposit,208,NULL,0,Transient-Party,36.5,0,0,Canceled,8/21/2018
Resort Hotel,1,292,2018,October,43,21,0,2,2,0,0,HB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,No Deposit,208,NULL,0,Transient-Party,36.5,0,0,Canceled,8/21/2018
Resort Hotel,1,226,2018,September,39,23,0,1,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,No Deposit,251,NULL,0,Transient,55.8,0,0,Canceled,8/26/2018
Resort Hotel,1,218,2018,August,35,28,2,5,3,0,0,HB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,No Deposit,175,NULL,0,Transient,110.05,0,1,Canceled,8/26/2018
Resort Hotel,1,0,2018,August,35,26,0,1,2,1,0,BB,PRT,Direct,Direct,1,0,0,C,C,0,No Deposit,NULL,NULL,0,Transient,183,0,0,Canceled,8/26/2018
Resort Hotel,1,266,2018,September,39,24,2,4,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,No Deposit,201,NULL,0,Transient-Party,34,0,0,Canceled,8/27/2018
Resort Hotel,1,289,2018,September,36,3,0,3,2,0,0,BB,PRT,Online TA,TA/TO,0,1,0,A,A,0,No Deposit,240,NULL,0,Transient,110.7,0,0,Canceled,8/28/2018
Resort Hotel,1,288,2018,September,36,2,0,4,2,0,0,BB,PRT,Online TA,TA/TO,0,1,0,A,A,1,No Deposit,240,NULL,0,Transient-Party,110.7,0,0,Canceled,8/28/2018
Resort Hotel,1,288,2018,September,36,2,0,4,2,0,0,BB,PRT,Online TA,TA/TO,0,1,0,A,A,1,No Deposit,240,NULL,0,Transient-Party,110.7,0,0,Canceled,8/28/2018
Resort Hotel,1,288,2018,September,36,2,0,4,2,0,0,BB,PRT,Online TA,TA/TO,0,1,0,A,A,1,No Deposit,240,NULL,0,Transient-Party,110.7,0,0,Canceled,8/28/2018
Resort Hotel,1,288,2018,September,36,2,0,4,2,0,0,BB,PRT,Online TA,TA/TO,0,1,0,A,A,1,No Deposit,240,NULL,0,Transient-Party,110.7,0,0,Canceled,8/28/2018
Resort Hotel,1,283,2018,October,42,12,2,5,1,0,0,HB,GBR,Groups,Direct,0,1,0,A,A,0,No Deposit,273,NULL,0,Transient-Party,43.65,0,0,Canceled,8/29/2018
Resort Hotel,1,244,2018,September,36,2,2,5,2,0,0,BB,IRL,Groups,TA/TO,0,1,0,A,A,0,No Deposit,96,NULL,0,Transient-Party,60,0,0,Canceled,8/29/2018
Resort Hotel,1,243,2018,September,36,4,0,2,2,0,0,BB,PRT,Online TA,TA/TO,0,1,0,D,D,0,No Deposit,240,NULL,0,Transient,99,0,1,Canceled,8/31/2018
Resort Hotel,1,190,2018,September,37,10,2,8,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,1,0,A,A,0,No Deposit,134,NULL,0,Transient,58.95,0,0,Canceled,8/31/2018
Resort Hotel,1,200,2018,September,37,7,3,7,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,No Deposit,156,NULL,0,Contract,55.68,0,1,Canceled,9/2/2018
Resort Hotel,1,200,2018,September,37,7,3,7,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,No Deposit,156,NULL,0,Contract,49.3,0,1,Canceled,9/2/2018
Resort Hotel,1,247,2018,October,41,9,1,2,2,0,0,FB,ESP,Groups,TA/TO,0,1,0,A,A,0,Non Refund,68,NULL,0,Transient,81,0,0,Canceled,9/2/2018
Resort Hotel,1,247,2018,October,41,9,1,2,2,0,0,FB,ESP,Groups,TA/TO,0,1,0,A,A,0,Non Refund,68,NULL,0,Transient,81,0,0,Canceled,9/2/2018
Resort Hotel,1,247,2018,October,41,9,1,2,2,0,0,FB,ESP,Groups,TA/TO,0,1,0,A,A,0,Non Refund,68,NULL,0,Transient,81,0,0,Canceled,9/2/2018
Resort Hotel,1,247,2018,October,41,9,1,2,2,0,0,FB,ESP,Groups,TA/TO,0,1,0,A,A,0,Non Refund,68,NULL,0,Transient,81,0,0,Canceled,9/2/2018
Resort Hotel,1,247,2018,October,41,9,1,2,2,0,0,FB,ESP,Groups,TA/TO,0,1,0,A,A,0,Non Refund,68,NULL,0,Transient,81,0,0,Canceled,9/2/2018
Resort Hotel,1,247,2018,October,41,9,1,2,2,0,0,FB,ESP,Groups,TA/TO,0,1,0,A,A,0,Non Refund,68,NULL,0,Transient,81,0,0,Canceled,9/2/2018
Resort Hotel,1,247,2018,October,41,9,1,2,2,0,0,FB,ESP,Groups,TA/TO,0,1,0,A,A,0,Non Refund,68,NULL,0,Transient,81,0,0,Canceled,9/2/2018
Resort Hotel,1,247,2018,October,41,9,1,2,2,0,0,FB,ESP,Groups,TA/TO,0,1,0,A,A,0,Non Refund,68,NULL,0,Transient,81,0,0,Canceled,9/2/2018
Resort Hotel,1,247,2018,October,41,9,1,2,2,0,0,FB,ESP,Groups,TA/TO,0,1,0,A,A,0,Non Refund,68,NULL,0,Transient,81,0,0,Canceled,9/2/2018
Resort Hotel,1,247,2018,October,41,9,1,2,2,0,0,FB,ESP,Groups,TA/TO,0,1,0,A,A,0,Non Refund,68,NULL,0,Transient,81,0,0,Canceled,9/2/2018
Resort Hotel,1,247,2018,October,41,9,1,2,2,0,0,FB,ESP,Groups,TA/TO,0,1,0,A,A,0,Non Refund,68,NULL,0,Transient,81,0,0,Canceled,9/2/2018
Resort Hotel,1,247,2018,October,41,9,1,2,2,0,0,FB,ESP,Groups,TA/TO,0,1,0,A,A,0,Non Refund,68,NULL,0,Transient,81,0,0,Canceled,9/2/2018
Resort Hotel,1,247,2018,October,41,9,1,2,2,0,0,FB,ESP,Groups,TA/TO,0,1,0,A,A,0,Non Refund,68,NULL,0,Transient,81,0,0,Canceled,9/2/2018
Resort Hotel,1,247,2018,October,41,9,1,2,2,0,0,FB,ESP,Groups,TA/TO,0,1,0,A,A,0,Non Refund,68,NULL,0,Transient,81,0,0,Canceled,9/2/2018
Resort Hotel,1,247,2018,October,41,9,1,2,2,0,0,FB,ESP,Groups,TA/TO,0,1,0,A,A,0,Non Refund,68,NULL,0,Transient,81,0,0,Canceled,9/2/2018
Resort Hotel,1,247,2018,October,41,9,1,2,2,0,0,FB,ESP,Groups,TA/TO,0,1,0,A,A,0,Non Refund,68,NULL,0,Transient,81,0,0,Canceled,9/2/2018
Resort Hotel,1,247,2018,October,41,9,1,2,2,0,0,FB,ESP,Groups,TA/TO,0,1,0,A,A,0,Non Refund,68,NULL,0,Transient,81,0,0,Canceled,9/2/2018
Resort Hotel,1,247,2018,October,41,9,1,2,2,0,0,FB,ESP,Groups,TA/TO,0,1,0,A,A,0,Non Refund,68,NULL,0,Transient,81,0,0,Canceled,9/2/2018
Resort Hotel,1,247,2018,October,41,9,1,2,2,0,0,FB,ESP,Groups,TA/TO,0,1,0,A,A,0,Non Refund,68,NULL,0,Transient,81,0,0,Canceled,9/2/2018
Resort Hotel,1,247,2018,October,41,9,1,2,2,0,0,FB,ESP,Groups,TA/TO,0,1,0,A,A,0,Non Refund,68,NULL,0,Transient,81,0,0,Canceled,9/2/2018
Resort Hotel,1,247,2018,October,41,9,1,2,2,0,0,FB,ESP,Groups,TA/TO,0,1,0,A,A,0,Non Refund,68,NULL,0,Transient,81,0,0,Canceled,9/2/2018
Resort Hotel,1,247,2018,October,41,9,1,2,2,0,0,FB,ESP,Groups,TA/TO,0,1,0,A,A,0,Non Refund,68,NULL,0,Transient,81,0,0,Canceled,9/2/2018
Resort Hotel,1,247,2018,October,41,9,1,2,2,0,0,FB,ESP,Groups,TA/TO,0,1,0,A,A,0,Non Refund,68,NULL,0,Transient,81,0,0,Canceled,9/2/2018
Resort Hotel,1,247,2018,October,41,9,1,2,2,0,0,FB,ESP,Groups,TA/TO,0,1,0,A,A,0,Non Refund,68,NULL,0,Transient,81,0,0,Canceled,9/2/2018
Resort Hotel,1,247,2018,October,41,9,1,2,2,0,0,FB,ESP,Groups,TA/TO,0,1,0,A,A,0,Non Refund,68,NULL,0,Transient,81,0,0,Canceled,9/2/2018
Resort Hotel,1,247,2018,October,41,9,1,2,1,0,0,FB,ESP,Groups,TA/TO,0,1,0,A,A,0,Non Refund,68,NULL,0,Transient,19,0,0,Canceled,9/2/2018
Resort Hotel,1,247,2018,October,41,9,1,2,1,0,0,FB,ESP,Groups,TA/TO,0,1,0,A,A,0,Non Refund,68,NULL,0,Transient,19,0,0,Canceled,9/2/2018
Resort Hotel,1,216,2018,October,41,5,2,5,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,1,0,E,E,0,No Deposit,171,NULL,0,Transient,57.6,0,0,Canceled,9/3/2018
Resort Hotel,1,250,2018,September,37,9,2,5,2,0,0,BB,PRT,Online TA,TA/TO,0,1,0,A,A,0,No Deposit,240,NULL,0,Transient,123,0,0,Canceled,9/7/2018
Resort Hotel,1,240,2018,November,45,6,2,6,2,0,0,HB,PRT,Online TA,TA/TO,0,1,0,A,A,0,No Deposit,240,NULL,0,Transient,59.4,0,1,Canceled,9/8/2018
Resort Hotel,1,240,2018,November,45,6,2,6,2,0,0,HB,PRT,Online TA,TA/TO,0,1,0,A,A,0,No Deposit,240,NULL,0,Transient,59.4,0,1,Canceled,9/8/2018
Resort Hotel,1,240,2018,November,45,6,2,6,2,0,0,HB,PRT,Online TA,TA/TO,0,1,0,A,A,0,No Deposit,240,NULL,0,Transient,59.4,0,1,Canceled,9/8/2018
Resort Hotel,1,240,2018,November,45,6,2,6,2,0,0,HB,PRT,Online TA,TA/TO,0,1,0,A,A,0,No Deposit,240,NULL,0,Transient,59.4,0,1,Canceled,9/8/2018
Resort Hotel,1,240,2018,November,45,6,2,6,2,0,0,HB,PRT,Online TA,TA/TO,0,1,0,A,A,0,No Deposit,240,NULL,0,Transient,59.4,0,1,Canceled,9/8/2018
Resort Hotel,1,258,2018,September,38,17,0,2,2,0,0,HB,PRT,Groups,TA/TO,0,1,0,A,A,0,No Deposit,245,NULL,0,Transient-Party,87,0,0,Canceled,9/11/2018
Resort Hotel,1,221,2018,October,41,10,1,1,2,0,0,HB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,No Deposit,208,NULL,0,Transient,34,0,0,Canceled,9/11/2018
Resort Hotel,1,221,2018,October,41,10,1,1,2,0,0,HB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,No Deposit,208,NULL,0,Transient,34,0,0,Canceled,9/11/2018
Resort Hotel,1,221,2018,October,41,10,1,1,2,0,0,HB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,No Deposit,208,NULL,0,Transient,34,0,0,Canceled,9/11/2018
Resort Hotel,1,221,2018,October,41,10,1,1,2,0,0,HB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,No Deposit,208,NULL,0,Transient,34,0,0,Canceled,9/11/2018
Resort Hotel,1,221,2018,October,41,10,1,1,2,0,0,HB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,No Deposit,208,NULL,0,Transient,34,0,0,Canceled,9/11/2018
Resort Hotel,1,221,2018,October,41,10,1,1,2,0,0,HB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,No Deposit,208,NULL,0,Transient,34,0,0,Canceled,9/11/2018
Resort Hotel,1,221,2018,October,41,10,1,1,2,0,0,HB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,No Deposit,208,NULL,0,Transient,34,0,0,Canceled,9/11/2018
Resort Hotel,1,259,2018,September,38,18,2,5,2,0,1,BB,PRT,Online TA,TA/TO,0,1,0,A,A,0,No Deposit,240,NULL,0,Transient,83,0,1,Canceled,9/13/2018
Resort Hotel,1,240,2018,October,40,1,2,5,2,1,0,BB,PRT,Direct,Direct,0,1,0,A,A,0,No Deposit,250,NULL,0,Transient,47.6,0,1,Canceled,9/14/2018
Resort Hotel,1,277,2018,October,41,6,2,5,2,0,0,HB,GBR,Groups,Direct,0,1,0,D,D,0,No Deposit,273,NULL,0,Transient-Party,67.31,0,0,Canceled,9/26/2018
Resort Hotel,1,272,2018,September,40,30,0,3,1,0,0,HB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,2,No Deposit,NULL,NULL,0,Transient-Party,41,0,0,Canceled,9/28/2018
Resort Hotel,1,272,2018,September,40,30,0,3,1,0,0,HB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,1,No Deposit,NULL,NULL,0,Transient-Party,41,0,0,Canceled,9/28/2018
Resort Hotel,1,272,2018,September,40,30,0,3,1,0,0,HB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,1,No Deposit,NULL,NULL,0,Transient-Party,41,0,0,Canceled,9/28/2018
Resort Hotel,1,272,2018,September,40,30,0,3,1,0,0,HB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,1,No Deposit,NULL,NULL,0,Transient-Party,41,0,0,Canceled,9/28/2018
Resort Hotel,1,289,2018,November,47,20,1,2,2,0,0,FB,PRT,Groups,TA/TO,0,1,0,A,A,0,No Deposit,134,NULL,0,Transient-Party,69,0,0,Canceled,10/29/2018
Resort Hotel,1,289,2018,November,47,20,1,2,2,0,0,FB,PRT,Groups,TA/TO,0,1,0,A,A,0,No Deposit,134,NULL,0,Transient-Party,69,0,0,Canceled,10/29/2018
Resort Hotel,1,289,2018,November,47,20,1,2,2,0,0,FB,PRT,Groups,TA/TO,0,1,0,A,A,0,No Deposit,134,NULL,0,Transient-Party,69,0,0,Canceled,10/29/2018
Resort Hotel,1,289,2018,November,47,20,1,2,2,0,0,FB,PRT,Groups,TA/TO,0,1,0,A,A,0,No Deposit,134,NULL,0,Transient-Party,69,0,0,Canceled,10/29/2018
Resort Hotel,1,289,2018,November,47,20,1,2,2,0,0,FB,PRT,Groups,TA/TO,0,1,0,A,A,0,No Deposit,134,NULL,0,Transient-Party,69,0,0,Canceled,10/29/2018
Resort Hotel,1,289,2018,November,47,20,1,2,2,0,0,FB,PRT,Groups,TA/TO,0,1,0,A,A,0,No Deposit,134,NULL,0,Transient-Party,69,0,0,Canceled,10/29/2018
Resort Hotel,1,289,2018,November,47,20,1,2,2,0,0,FB,PRT,Groups,TA/TO,0,1,0,A,A,0,No Deposit,134,NULL,0,Transient-Party,69,0,0,Canceled,10/29/2018
Resort Hotel,1,292,2018,October,43,21,0,2,1,0,0,HB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,2,No Deposit,208,NULL,0,Transient-Party,60,0,0,Canceled,10/2/2018
Resort Hotel,1,7,2018,October,40,2,0,1,2,2,1,BB,PRT,Direct,Direct,0,0,0,H,H,0,No Deposit,NULL,NULL,0,Transient,127,0,0,Canceled,10/2/2018
Resort Hotel,1,277,2018,October,41,5,4,10,2,0,0,HB,GBR,Groups,Direct,0,1,0,E,E,0,Non Refund,273,NULL,0,Transient,88,0,0,Canceled,10/2/2018
Resort Hotel,1,277,2018,October,41,5,4,10,2,0,0,HB,GBR,Groups,Direct,0,1,0,E,E,0,Non Refund,273,NULL,0,Transient,88,0,0,Canceled,10/2/2018
Resort Hotel,1,277,2018,October,41,5,4,10,2,0,0,HB,GBR,Groups,Direct,0,1,0,D,D,0,Non Refund,273,NULL,0,Transient,78.5,0,0,Canceled,10/2/2018
Resort Hotel,1,277,2018,October,41,5,4,10,2,0,0,HB,GBR,Groups,Direct,0,1,0,D,D,0,Non Refund,273,NULL,0,Transient,78.5,0,0,Canceled,10/2/2018
Resort Hotel,1,277,2018,October,41,5,4,10,2,0,0,HB,GBR,Groups,Direct,0,1,0,D,D,0,Non Refund,273,NULL,0,Transient,78.5,0,0,Canceled,10/2/2018
Resort Hotel,1,277,2018,October,41,5,4,10,2,0,0,HB,GBR,Groups,Direct,0,1,0,D,D,0,Non Refund,273,NULL,0,Transient,78.5,0,0,Canceled,10/2/2018
Resort Hotel,1,277,2018,October,41,5,4,10,2,0,0,HB,GBR,Groups,Direct,0,1,0,D,D,0,Non Refund,273,NULL,0,Transient,78.5,0,0,Canceled,10/2/2018
Resort Hotel,1,277,2018,October,41,5,4,10,2,0,0,HB,GBR,Groups,Direct,0,1,0,D,D,0,Non Refund,273,NULL,0,Transient,78.5,0,0,Canceled,10/2/2018
Resort Hotel,1,277,2018,October,41,5,4,10,2,0,0,HB,GBR,Groups,Direct,0,1,0,D,D,0,Non Refund,273,NULL,0,Transient,78.5,0,0,Canceled,10/2/2018
Resort Hotel,1,277,2018,October,41,5,4,10,2,0,0,HB,GBR,Groups,Direct,0,1,0,D,D,0,Non Refund,273,NULL,0,Transient,78.5,0,0,Canceled,10/2/2018
Resort Hotel,1,277,2018,October,41,5,4,10,2,0,0,HB,GBR,Groups,Direct,0,1,0,D,D,0,Non Refund,273,NULL,0,Transient,78.5,0,0,Canceled,10/2/2018
